trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
381,False,"{'a': 0.2, 'e': 0.04749999999999999}",20,6,23.93881550751416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.04499999999999993}",20,12,19.747704896906143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.04249999999999998}",25,13,21.29256649596346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.040000000000000036}",20,10,19.525803253965893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.03749999999999998}",20,14,10.956665468966907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.03500000000000003}",20,12,16.85451735812731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.03249999999999997}",30,17,21.377343621204783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.030000000000000027}",25,15,21.130593418171827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.02749999999999997}",30,12,35.320210843797,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.025000000000000022}",20,13,12.19211892652438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.022499999999999964}",20,13,15.008850801447556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.020000000000000018}",25,5,28.751910944516727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.01749999999999996}",25,12,28.80201466265724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.015000000000000013}",35,21,16.492082858145068,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.012499999999999956}",20,11,14.49647054470958,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.010000000000000009}",30,21,17.211473508053363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.007499999999999951}",35,24,19.008392456118337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,18.880231870207503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,22.976370416926674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,19,20.710441237940557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,21.43159661778148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,18.976031889188754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,12.380868487279068,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,13,10.923839826337952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,11.785299639024979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,16.011910808353363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,17.027873890220725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,15,25.507671702885702,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,13,13.475239076098468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,7,34.921489613898196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,16,25.032422578421425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,13,14.005369751684954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,16,7.3276531884574165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,16,8.983437642791579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,15,10.389587817304154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,8,28.403574523565478,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,18.983916911600772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,14,30.486829379681797,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,18,15.548046117758428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,10,17.58943217672896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,13,22.03857397888122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,14,11.41458840777769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,15,17.70720157334559,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,8,23.40613722071156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,15,6.9965463030475865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,8,30.341597197515462,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,11,14.220815321174989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,13,21.377136950404793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,9,22.614184744761193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,12,12.186368466215235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,14,11.646168808149001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,19,11.781809355937183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",30,16,25.280486811076702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",35,25,21.99876840658252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,13,21.741047432177204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,10,16.944505187886094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,16,28.82059165166013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",35,11,42.10802414469725,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,10,20.118653952141162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,14,20.176230415854445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,13,11.527573940270301,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,12,14.736822726349029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,10,18.45375643338665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,11,25.689279977892365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",30,16,22.171744674669497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,14,12.286138024412077,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,10,18.97998860644092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
